,date,close,volume,keyword
141,2020-04-03,15400,21410786,신풍제약
142,2020-04-02,11850,13154918,신풍제약
143,2020-04-01,12150,9571806,신풍제약
144,2020-03-31,14400,18394459,신풍제약
145,2020-03-30,14750,28078381,신풍제약
146,2020-03-27,13000,60560513,신풍제약
147,2020-03-26,12450,45953613,신풍제약
148,2020-03-25,9610,30547156,신풍제약
149,2020-03-24,8550,16239692,신풍제약
150,2020-03-23,8340,29900733,신풍제약
151,2020-03-20,7880,23789010,신풍제약
152,2020-03-19,6610,6210653,신풍제약
153,2020-03-18,7800,15368845,신풍제약
154,2020-03-17,7850,7075748,신풍제약
155,2020-03-16,8020,8899014,신풍제약
156,2020-03-13,7950,43159438,신풍제약
157,2020-03-12,8410,12175871,신풍제약
158,2020-03-11,8060,7921755,신풍제약
159,2020-03-10,7860,7649332,신풍제약
160,2020-03-09,8220,15156685,신풍제약
161,2020-03-06,8130,10401644,신풍제약
162,2020-03-05,8070,17106277,신풍제약
163,2020-03-04,8030,13231425,신풍제약
164,2020-03-03,8670,36558831,신풍제약
165,2020-03-02,7230,3870560,신풍제약
166,2020-02-28,7360,6706585,신풍제약
167,2020-02-27,7510,9295152,신풍제약
168,2020-02-26,7910,14339417,신풍제약
169,2020-02-25,7850,12061702,신풍제약
170,2020-02-24,8850,26226937,신풍제약
171,2020-02-21,9000,39241653,신풍제약
172,2020-02-20,8140,25453076,신풍제약
173,2020-02-19,9160,53340093,신풍제약
174,2020-02-18,8230,53332630,신풍제약
175,2020-02-17,7160,4576902,신풍제약
176,2020-02-14,6900,3510738,신풍제약
177,2020-02-13,6900,11303494,신풍제약
178,2020-02-12,6940,6817712,신풍제약
179,2020-02-11,7510,15066138,신풍제약
180,2020-02-10,7880,11438334,신풍제약
181,2020-02-07,8800,36655616,신풍제약
182,2020-02-06,9970,48735427,신풍제약
183,2020-02-05,8550,27487133,신풍제약
184,2020-02-04,6580,528757,신풍제약
185,2020-02-03,6470,1010960,신풍제약
186,2020-01-31,6630,1289446,신풍제약
187,2020-01-30,7010,2306525,신풍제약
188,2020-01-29,7130,2197885,신풍제약
189,2020-01-28,7710,7179502,신풍제약
190,2020-01-23,7600,5973901,신풍제약
191,2020-01-22,7380,2792722,신풍제약
192,2020-01-21,7210,6718900,신풍제약
193,2020-01-20,7140,1007144,신풍제약
194,2020-01-17,6990,431451,신풍제약
195,2020-01-16,6920,188422,신풍제약
196,2020-01-15,6940,143278,신풍제약
197,2020-01-14,6920,321225,신풍제약
198,2020-01-13,6990,313214,신풍제약
199,2020-01-10,7040,329437,신풍제약
200,2020-01-09,6920,493419,신풍제약
201,2020-01-08,6780,831279,신풍제약
202,2020-01-07,7250,3214624,신풍제약
203,2020-01-06,6950,435744,신풍제약
204,2020-01-03,7230,416141,신풍제약
205,2020-01-02,7320,649218,신풍제약
